fname,dialogue,summary,topic
train_965,"#person1#: 내 상사가 다시는 일하러 오지 말라고 했어! #person2#: 믿을 수 없네, 왜 그런 거야? #person1#: 모르겠어. 그가 그런 말을 하니까 너무 헷갈렸어. #person2#: 보통 출근을 늦게  편이었어? #person1#: 음, 자주 그랬어. #person2#: 일하면서 다른 일에 대해 생각하곤 했어? #person1#: 가끔씩. #person2#: 컴퓨터를 사용할 수 있었어? #person1#: 아니, 나는 타자기만 사용할 수 있어. #person2#: 음, 그럼 이유를 알 것 같아. 시간을 잘 활용하지 않았고 새로운 것을 배우지 않았으니까.",#person2#는 #person1#이 시간을 잘 활용하지 않았고 새로운 것을 배우지 않아서 해고된 것으로 분석했다.,해고 이유
train_966,"#person1#: 커피포트가 비어있습니다. 얼마나 많은 표지판을 게시하든 누군가는 마지막  마시고 새로운 커피를 내리지 않아요. 규칙이 있어도 아무도 따르지 않으면 어떤 의미가 있나요? #person2#: 알아요. 저는 커피를 마시지 않지만, 전자레인지가 염려돼요. 그곳은  폭탄이  것처럼 보여요. #person1#: 그렇죠. 아무도 정리를 하지 않죠, 그렇지 않나요? #person2#: 그리고 아무도 음식을  않아요. #person1#: 전자레인지 옆에  수건을 두어야 해요.  수건이 있으면 사람들은 음식을  데 더 신경 쓸 수 있을 거예요. #person2#: 그것이 휴게실의 쓸모없는 표지판보다 더 잘 작동할지도 몰라요. 사람들이 음식을 가열한 후 정리하는 것도 더  거예요. #person1#: 표지판이 작동하는 한 곳을 알려드릴게요: 주차장이에요. #person2#: 그것은 표지판이 잘못된 곳에 주차하면 벌금을 내야 한다고 경고하기 때문이죠.",#person1#과 #person2#는 사람들이 커피포트와 전자레인지를 어떻게 다루는지에 대해 불평한다. 그들은 상황을 바꾸는 방법을 생각하지만 그것에 대해 낙관적이지 않다.,불량행위
train_967,"#person1#:  있으세요? #person2#: 네, 휴가를 가려면 일년 동안 일해야 하나요? #person1#: 네, 일년 동안 여기 있으면 3일간의 휴가 자격이 주어집니다. #person2#: 단지 3일만이에요? #person1#: 그것이 회사 정책입니다. #person2#: 만약 나중에 일년 동안 병가를 모두 사용하면 어떻게 돼요? 하루나 이틀을 더 병가를 사용하면 급여에서 공제되나요? #person1#: 네, 그것도 회사 정책입니다. #person2#: 마지막으로 일했던 곳도 같았어요. 여기가 다를 줄 알았는데요.","#person1#은 #person2#에게 휴가와 병가에 대한 회사 정책을 설명하는데, 이는 #person2#가 마지막으로 일했던 곳의 정책과 같다.",회사 정책
train_968,"#person1#: 여보세요? 존 스미스입니다. 화이트 씨와 통화할 수 있을까요? #person2#: 네, 화이트입니다. #person1#: 안녕하세요. 집을 판매하고 계신다고 들었는데요? #person2#: 네. #person1#: 자세한 내용을 알고 싶어요. #person2#: 오후 3시에 제 사무실로 오실 수 있을까요? #person1#: 알겠습니다. 그때 갈게요. #person2#: 전화 주셔서 감사합니다. 안녕히 계세요. #person1#: 안녕히 계세요.",존 스미스는 판매 중인 집에 대해 이야기하기 위해 화이트  사무실에 갈 예정이다.,약속 잡기
train_969,"제프, 이 광고를 봐! 아늑한 스튜디오 아파트를  700 달러에 임대한다고 되어 있어. 어때? #person2#: 글쎄, 그 아파트는 제가 감당할 수 있을 것 같아. 하지만 애완동물은 허용돼? #person1#: 음... 찾아볼게. 네, 애완동물을 허용하는 건물이라고 해. #person2#: 좋네. 그럼 제 고양이, 트윙클 씨를 데려올 수 있겠어. 아파트는 어디에 있어? #person1#: 교외에 위치해 있다고 써 있어.",트윙클 씨가 제프에게  700달러에 반려동물  아파트가  중이라고 알려준다. 제프는 이것이 좋다고 생각한다.,임대 아파트
train_970,"#person1#: 안녕하세요, 아가씨. #person2#: 안녕하세요, 선생님. #person1#: 어디에서 환전을 할 수 있는지 알려주실 수 있나요? #person2#: 여기서 가능합니다, 무엇을 도와드릴까요? #person1#: 싱가포르 달러 5000을 미국 달러로 환전하고 싶어요. #person2#: 이 은행에 계좌가 있으신가요? #person1#: 네,   여기 있어요. #person2#: 신분증을 볼 수 있을까요? #person1#: 네, 여기 여권이에요, 그런데 오늘 환율은 어떻게 되나요? #person2#: 오늘 환율은 1 미국 달러당 2.57 싱가포르 달러입니다. 여기 돈이에요, 선생님. 세어보시고 여기에 이름을 서명해 주세요. #person1#: 네, 신용으로 요구합니다. 여행자 수표는 어디서 현금으로 바꿀 수 있나요? #person2#: 여기서 현금으로 바꿀 수 있습니다, 얼마나 현금으로 바꾸시겠어요? #person1#: 900달러요. #person2#: 어떻게 드릴까요? #person1#: 100달러 8장과 나머지를 10달러로 받고 싶어요. #person2#: 알겠습니다, 여기 있어요. #person1#: 감사합니다, 좋은 하루 보내세요. #person2#: 감사합니다, 좋은 하루 되세요.","#person1#이  번호와 여권을 보여준 후, #person2#는 #person1#이 싱가포르 달러 5000달러를 미국 달러로 환전하는 데 도움을 준다.",통화 서비스
train_971,"#person1#: 메리 씨를 연결해 주세요. 스미스 호텔 객실인가요? #person2#: 스미스 부인은 아직 체크인하지 않았어요. #person1#: 사무실로 전화할 수 있도록 메시지를  주시겠어요? #person2#: 네, 체크인할 때 메시지를 받을 수 있도록 할게요.","#person1#은 메리에게 전화를 하지만, #person2#은 그녀가 아직 체크인하지 않았다고 말하므로, #person1#은 메시지를 남긴다.",전화 통화
train_972,"#person1#: 배고파요! 부리토를 사준다면 정말 고맙겠네요. #person2#: 저는 좀 부족해요. 당신에게 줄 만큼 충분한 돈이 없어요. #person1#: 배고파요, 오늘 아직 아무 것도 먹지 않았거든요. #person2#: 정말로 돈이 부족해요. #person1#: 제 배가 너무 허네요. #person2#: 그럼, 밥에게 돈 좀 빌려달라고 해보세요. 저도 배고파요. #person1#: 금요일에 돈을 받게 돼있어서 그때 돈을 갚을게요. #person2#: 그럼, 금요일에 스스로 뭔가 먹을 것을 살 수 있겠네요. #person1#: 친절하지 않아요. #person2#: 집에 가서 뭔가 먹는 것도 방법이에요. #person1#: 아직 집에 갈 수 없어요, 여기서 할 일이 있거든요. #person2#: 미안하지만, 그건 제 잘못이 아니에요.",#person1#은 계속해서 #person2#에게 자신을 위해 음식을 사달라고 요청한다. #person2#은 충분한 돈이 없고 그것이 #person2#의 잘못이 아니라서 거절한다.,음식 구걸
train_973,"#person1#: 실례합니다. 이 처방전을 재발급받아야 해요. #person2#:  적혀있는 것을 보니, 두 번 재발급받을 수 있습니다. #person1#: 네, 오늘 재발급받고 싶어요. #person2#: 알겠습니다. 죄송하지만, 여씨, 우리 기록에 따르면 이 처방전은 이미 두 번 재발급받았습니다. #person1#: 그런 줄 걱정했어요. 이미 두 번 재발급받았는지 기억이 안 나서요. #person2#: 보아하니, 이미 재발급받은 것 같습니다. 새로운 처방전을 받으려면  선생님께 가봐야 해요. #person1#: 알겠어요. 긴급한 상황인데요.  선생님에게 전화해보려 했지만, 선생님이 여행 중이라 만날 수 없어요. 이  필요해요. 피부 상태를 위한 약이에요.  다 떨어졌어요. 한 번만 더 재발급해주실 수 있나요? #person2#: 죄송하지만, 여자분, 그건 안 돼요. 처방전에 따라야 해요. 그리고 이 처방전은 만료됐습니다. #person1#: 하지만 제가 이  필요해요. 부탁드려요. 이번 한 번만 재발급해주세요. 대략 10일 후에  선생님께 갈 수 있어요. 그때 새 처방전을 받을 거예요. #person2#: 여씨, 당신의 문제를 이해하지만, 약을 처방전 없이 판매하는 것은 법적으로 금지돼 있어요. 법이에요. 제가 어쩔 수 없어요. 적절한 처방전이 없으면 절대로 약을 판매하지 않아요.  그렇지 않아요. #person1#: 하지만 처방전이 있어요. 그냥 더 많이 필요한 거에요. #person2#: 처방전은 유효해야 해요. 만료된 처방전은 안 돼요. 죄송하지만, 여씨, 법이에요. 당신을 위해 새로 처방해줄 다른  선생님을 찾아봐야 해요. #person1#: 아, 비용이 많이  거에요! 특별한 의료 계획이 있어서 한 명의  선생님만 만날 수 있어요. 다른  선생님을 만나려면 많은 돈이  거예요. #person2#: 여씨, 이 문제로 당신을 도와드릴 수 없어요. 저는 약사이지, 의사가 아니에요. 그리고 지금 다른 고객을 도와야 해요. 이런 일이 발생할 때 매우 답답하다는 것을 알아요. 하지만 제가 할 수 있는 것은 없어요. 죄송해요. #person1#: 이게 말이 돼요! 대만에서는 필요할 때 약을 구하는 게 훨씬 쉬워요. #person2#: 그럴 수 있어요. 잘 모르겠어요. 하지만 대만에서도 처방전이 필요하다고 확신해요.",#person1#이 처방전을 리필하고 싶지만 #person2#이 이미 두 번 리필했으므로 #person1#이 새 처방전을 받아야 한다고 한다. #person1#이  상황이고 #person1#의 의사가  중이라고 말한다. #person2#는 다른 의사를 만나자고 제안하지만 #person1#은 비용이 많이 든다고 생각한다. #person1#은 모든 것이 말도 안 된다고 생각하지만 #person2#은 새로운 처방을 고집한다.,처방전 재처방
train_974,"#person1#:   어디 있어? #person2#: 그녀가 오늘 테니스 연습이 있다고 했어. #person1#: 넌 메리지? #person2#: 어떻게 알았어? #person1#: 신디가  수업에서 널 얘기했어. #person2#: 알겠네. 너도 이 동네에 살아? #person1#: 내  네 집 옆이야. #person2#: 오, 신디가 널 얘기했던 거 같아. 넌 알렉산더 뉴먼이지. #person1#: 그냥 알렉스라고 불러. 알렉스나 알렉산더나 다 똑같아.",알렉스는 메리를 만나고 그들이 서로에게 신디가 언급했다는 것을 알게 된다.,사회적 만남
train_975,"#person1#: 바비, 사업은 어때? #person2#: 그저 그래. #person1#: 좋아, 별 얘기는 그만하고 본론으로 들어가자. #person2#: 좋은 생각이야. #person1#: 우리가 친구니까 돈은 내지 않아도 돼. #person2#: 아니야, 그럴 수 없어. 사업은 사업이니까.",#person1#은 친구인  돈을 내지 않아도 된다고 생각한다. 하지만  그것을 받아들이지 않는다.,사업에 대한 대화
train_976,"#person1#: 세상이 변하면, 가족도 변해요. #person2#: 어떻게 변한다는 거에요? #person1#: 요즘 사람들은 부모와  한 명으로 이루어진 작은 가족을 선호해요. #person2#: 그걸 핵가족이라고 해요. #person1#: 저는 그런 가족을 좋아하지 않아요. #person2#: 그럼 어떤 가족을 좋아하시나요? #person1#: 저는 많은 사람들로 이루어진 가족을 좋아해요. 할아버지, 할머니, 부모님, 삼촌, 이모, 그리고 아이들이 포함된 가족이요. #person2#: 그건 전통적인 가족이네요. 살기에는 너무 크다고 생각할 거 같아요. #person1#: 잘 살 수 있을 거라고 생각해요.","#person1#은 #person2#에게 사람들이 이제 부모와 한 아이로 구성된 핵가족을 가지고 있다고 말하지만, #person1#은 전통적인 가족을 좋아한다고 말한다.",가족에 대해 논의하기
train_977,"#person1#:  아버지가 다시 결혼했어요. #person2#: 누구하고 결혼했어요? #person1#: 말해주면, 완전히 놀라실 거에요. #person2#: 제발요. 무슨 일이 있었는지 말해주세요. #person1#: 그분이 열여덟  여자와 결혼했어요! #person2#: 정말이에요? 그래도 어쨌든, 우리의 문제는 아니잖아요, 맞죠?",#person1#은 #person2#에게  아버지가 18살인 여자와 결혼했다고 말한다. #person2#는 그것이 자신들과는  없다고 생각한다.,풍문
train_978,"#person1#: 헨리, 나 너에게 물어보고 싶은 게 있어. #person2#: 뭘 말하고 싶은지 말해봐. #person1#: 보다시피, 아직 월급이 나오지 않아서, 혹시 돈 좀 빌려줄 수 있을까요? #person2#: 미안하지만, 난 너에게 빌려줄 돈이 없어.",#person1#은 헨리에게 돈을 빌리고 싶지만 헨리는 돈이 없다.,돈 빌리기
train_979,"#person1#: 안녕하세요, 저는 루카스이고 옆집에 새로 이사왔어요. #person2#: 오, 안녕하세요 루카스님, 들어오세요. 저는 바바라입니다. 만나서 반갑습니다. #person1#: 저도 만나서 반갑습니다. #person2#: 뭔가 마실 것 좀 드릴까요? 차도 있고 포도주스도 있어요. #person1#: 감사합니다. 차 주세요. 중국 차 정말 좋아해요.  세트도 정말 예뻐요. 어디서 구입하셨어요? #person2#: 오, 여기서 멀지 않은 곳에 슈퍼마켓이 있어요. 그런데 모퉁이에 찻집도 있는데, 차와  세트도 구입할 수 있어요. #person1#: 아, 그  본 것 같아요. 언젠가 가봐야겠어요. 여기 동네 정말 좋네요. #person2#: 맞아요, 그렇습니다. 조용하고 매우 편리해요. 버스와 지하철  걸어서 열 분 내로 갈 수 있어요. 식료품점, 서점, 체육관, 그리고 많은 식당들이 있어요. #person1#: 근처에 체육관이 있어요? 정말 좋아요! 가능한 빨리 체육관에 다니려고 했어요. 이번  휴가 동안 게으르게 지내다 보니 몸무게가 좀 찜했어요. #person2#: 그럼, 원하시면 언젠가 같이 가요. 사실 이번 오후에 가려고 했어요. 같이 가고 싶으시면, 제가 동네를 소개하면서 가요. #person1#: 정말 좋겠어요. 감사합니다!","루카스는 바바라의 옆집으로 이사 왔고, 바바라는 그를 음료를 마시러 초대한다. 그녀는 차 세트를 근처 슈퍼마켓에서 구입했다고 말하고, 동네가 조용하고 편리하다고 설명한다. 바바라는 루카스를 체육관에 같이 가는 것을 제안한다.",새로운 이웃
train_980,"#person1#: 뭐 읽고 계세요? #person2#:  블루의  소설이에요. 공상과학 스릴러예요. #person1#: 보통 공포 소설을 쓰는 줄 알았는데요. #person2#: 맞아요. 이 장르도 잘하네요. 매혹적인 책이에요. #person1#: 서점에 갈 거예요. 같이 가실래요? #person2#: 네, 그러죠. 수업에 필요한 교재를 사야 하는데, 아시다시피 저는  문고본을 찾아보는 걸 좋아하거든요. #person1#: 저도요. 뉴욕으로 가는 비행기에서 읽을 책이 필요해요. 비행기에서는 절대 잠을 못 자거든요. 사라는 딸을 위해 동화책을 사주고 싶어요. #person2#:  만델라의 자서전을 보고 싶어요. #person1#: 읽을 만한 가치가 있을 것 같아요.",#person2#는   스릴러를 읽고 있다. #person1#은 #person2#를 서점에 초대한다. #person2#는 둘 다 책을 사려고 하기 때문에 동의한다.,책에 대한 이야기
train_981,"#person1#:  선생님, 지금 훨씬 좋아졌어요. 이번 주에 집에 갈 수 있을까요? #person2#: 좋은 소식이네요.  후 회복이 이상적으로 잘 되고 있습니다. 내일 집에 보내드릴 거예요. #person1#: 곧 일하러 돌아갈 수 있을까요? #person2#: 너무 서둘러선 안 돼요. 4~6주 안에 완전히 회복될 거라고 확신해요. #person1#: 제가 해야 할 것이 있을까요? #person2#: 일주일 동안 충분히 쉬세요. 규칙적인 식사를 하세요.  피하세요. 잠시라도 흡연을 그만두세요. #person1#: 약을 복용해야 하나요? #person2#: 네, 드릴게요. 이 약을 식전에 하루 세 번씩 한  드세요. 그리고 이  두 알이에요. 그리고 2주 후에 외래진료를 받으러 오시기 바랍니다. #person1#: 정말 감사합니다. #person2#: 천만에요. 빠른 쾌유를 바랍니다. 안녕히 가세요.","#person2#는 #person1#에게 내일 집에 갈 수 있지만 곧 일상생활로 돌아갈 수는 없다고 말한다. #person2#는 #person1#에게 충분히 휴식하고, 규칙적인 식사를 하며, 흡연을 그만두고, 약을 복용하며, 상담을 받는 것을 조언한다.",의사의 조언
train_982,"#person1#: 토마스님, 부탁 하나만 들어줄래요? #person2#: 무슨 일이죠? #person2#: 왜 안 가세요? #person1#: 원래는 제가 해야 하는데 어젯밤에 총지배인이 전화했어요. 예정대로 베이징으로 돌아갈 수 없으니 저 대신 회의에 참석해 달라고 하셨어요. #person2#: 그렇군요. 제가 대신 가겠습니다. #person1#: 정말 고마워요. 정말 친절하시네요.",#person1#은 회의에 참석해야 하기 때문에 #person2#에게 데이비드 부인을 데리러 가는 것을 부탁한다. #person2#는 동의한다.,누군가를 데리러 가다
train_983,"#person1#: 이런 스타일로 머리를 하고 싶어요. #person2#: 오, 요즘에 정말 유행이에요. #person1#: 저한테 어울릴까요? #person2#: 솔직히 말해서, 옆에 있는  더 어울린다고 생각해요. #person1#: 제가 정말 좋아하는데, 좀 너무 현대적인 것 같아요. #person2#: 그런 건 아니에요. 저기 보세요! 저 여성이 같은 걸 선택했어요, 그리고 분명히 당신보다 나이가 많아요. #person1#: 그럼 그렇게 할게요. 그리고 머리도 염색하려고 해요. #person2#: 어떤 색으로 하실 건가요? #person1#: 샤프레드. #person2#: 좋은 선택이에요. #person1#: 얼마나 걸릴까요? 너무 오래 걸리지 않았으면 좋겠어요. #person2#: 그렇게 바라지만 최소한 세 시간은 걸릴 거예요. #person1#: 이제 제 아들이 기다려야 할 차례네요.","#person1#은 특정 헤어스타일을 선택하지만, #person2#은 더 현대적인 스타일을 추천한다. #person2#는 #person1#의 머리를 클라레트 레드로 염색할 것이며, 이 작업은 최소한 세 시간이 걸릴 것이다.",헤어 서비스
train_984,"#person1#: 뭐라고요? #person2#: 좋은 날씨라고 했어요. 산책하러 가지 않을래요? #person1#: 글쎄요, 좀 피곤해요. #person2#: 자, 기운을 내요!   녹슬어요. #person1#: 그럼 잠시만 기다려 주실래요? 이 편지를 다 써야 해요. #person2#: 오래 걸리지 않길 바래요. 이런 좋은 날씨를 놓치면 아쉬워요. #person1#: 오래 걸리지 않을 거예요. 10분만요. 먼저 가서 공원에서 만날까요? #person2#: 알겠어요! 나중에 봐요!",#person2#는 #person1#에게 산책을 제안한다. #person1#은 먼저 서류를 마무리하고 공원에서 #person2#를 만날 것이다.,외출
train_985,"#person1#: ba 은행, 기업은행 부서입니다.  민이라고 합니다. 무엇을 도와드릴까요? #person2#:   몽고메리 컴퓨터의 그웬트씨에요. #person1#: 안녕하세요, 그웬트씨. 오늘 무엇을 도와드릴까요? #person2#: 베를린 본사에서 돈을 보냈어요. 송금이 도착했는지 확인해 주실 수 있나요? #person1#: 네, 가능합니다. 어느 은행을 통해, 얼마나 많은 금액과 어떤 통화로 보냈는지 알 수 있을까요? #person2#: 도이치 은행입니다. 25,000 미국 달러였어요. #person1#: 네, 여기 있습니다. 받고 정산도 끝났으니 인출하실 수 있어요.", 씨는  씨에게 전화를  송금이 수신되었는지 확인한다.  인출할 준비가 되었다고 말한다.,은행 서비스
train_986,"#person1#: 무엇을 도와드릴까요? #person2#: 네, 이 바지를 반품하려고요. #person1#: 알겠습니다. 영수증 가지고 계신가요? #person2#: 네, 여기 있어요. 지난 주에 샀어요. #person1#: 반품하시려는 이유가 무엇인가요? #person2#: 제 블라우스와 맞출려고 샀는데, 잘 안 어울려서요. #person1#: 알겠습니다. 잠시만요. 신사님, 죄송하지만 이 바지는 세일 상품이었습니다. #person2#: 네, 30% 할인 받았어요. #person1#: 죄송하지만 세일 상품은 반품이 불가능합니다. #person2#: 그 정책은 많은 상점에서 본 적 있어요. 하지만 여기서 세일 상품을 반품한 적이 있어요. #person1#: 죄송하지만, 일반적으로 그렇게 하지 않습니다. 이게 우리의 정책입니다. #person2#: 일주일 전에만 샀어요. 그리고 여기  손님인데, 이번에만 예외적으로 해주실 수 있나요? #person1#: 잠시 매니저에게 여쭤보겠습니다. 신사님, 매니저께서 이번에만 허락하신다고 합니다. #person2#: 좋아요. 여기 단골이라 예외적으로 해주셔서 감사해요. #person1#: 영수증을 다시 보여주시겠어요? #person2#: 여기 있어요. #person1#: 매장 크레딧으로 드릴게요, 신사님. 매장에서 마음에  다른 상품을 찾으시면 크레딧을 사용하실 수 있어요. #person2#: 매장 크레딧 괜찮아요. 마음에  걸 찾을 수 있을 거예요. 여기서 자주 쇼핑해요. #person1#: 이용해주셔서 감사합니다, 신사님.","#person2#는 블라우스와 어울리지  바지를 반품하려고 하지만, #person1#는 세일품목이라 반품이 불가능하다고 말한다. 그러나 #person2#는  고객이므로 매니저가 예외를 허용하고, #person1#는 그녀에게 매장 크레딧을 제공한다.",바지 반품
train_987,"#person1#:  수당을 받으려면 어떤 양식을 작성해야 하나요? #person2#:  수당을 신청하려면 특별한 양식을 작성해야 합니다. #person1#:   신청서는 어디서 구할 수 있나요? #person2#: 고용개발청에 전화하여 양식을 요청할 수 있습니다. #person1#:  수당을 신청하려면 어떤 정보를 제공해야 하나요? #person2#: 고용주의 이름과 주소, 근무한 날짜를 제공할 수 있도록 준비하세요. #person1#: 고용개발청에서 또 어떤 정보가 필요하나요? #person2#: 실직이 본인의 잘못이 아님을 입증할 준비가 되어 있어야 합니다.  통지서가 있으면 좋을 것 같습니다. #person1#: 다음 단계는 어떻게 되나요? #person2#:  개발 사무소에서 면접을 위해 전화할 겁니다.","#person2#는 #person1#에게 고용개발청에 전화하여 양식을 요청하고, 고용주의 정보를 제공하며 실업이 #person1#의 잘못이 아님을 증명하라고 말한다.",실업급여 신청
train_988,"#person1#: 안녕하세요, 어떻게 지내세요? 저는 잭입니다. #person2#: 안녕하세요, 에이미입니다. #person1#: 여기에 오게 된 이유가 무엇인가요? #person2#: 코롤라가 세일 중이라고 들어서 왔습니다. #person1#: 네, 정말 좋은 행사입니다. 1,000달러 할인입니다. 이렇게 좋은 행사는 처음 봅니다. #person2#: 코롤라에 대해 설명해주세요. #person1#: 물론이죠. 1.8리터 엔진이고, 이 모델은  옵션, 에어컨, cd 플레이어,  사이즈 스페어 타이어,  변속기, 그리고 abc가 모두 포함되어 있습니다. 윈도우 가격은 17,000달러이고, 16,000달러에 드릴 수 있습니다. #person2#: 좋네요. 15,000달러에 어떠세요? #person1#: 장난하시는 거죠! 그 가격에는 어디에서도 구할 수 없어요. #person2#: 저는 진지해요. 15,000달러요. #person1#: 2,000달러를 예치금으로 내놓을 수 있나요? 그럼 제 매니저에게 말해보고 어떻게 할 수 있는지 알아보겠습니다. #person2#: 아니요, 매니저에게 먼저 말하고 알려주세요. #person1#: 알겠습니다, 곧 돌아올게요... 축하드려요! 매니저가 최종  15,000달러를 승인했습니다. #person2#: 가격이 괜찮다면, 저에게 무료 보안 시스템과  매트를 주세요. #person1#: 정말 힘든 손님입니다. 거래하겠습니다. #person2#: 감사합니다!","에이미는 코롤라가 세일 중이라는 것을 보았고 잭은 코롤라가 모든  옵션을 갖추고 있으며 가격이 16,000달러라고 말했다. 에이미는 15,000달러에 원하고 매니저는 동의했다.",자동차 구매
train_989,"#person1#: 그럼, 말씀해보세요. 왜 월급을 인상해야 한다고 생각하세요? #person2#: 몇 가지 좋은 이유가 있어요. 여러 해 동안 여기서 일해왔고, 제 일은 검증받았으며, 비슷한 일을 하는 사람들이 저보다 더 많이 받는 것 같아요. #person1#: 급여는 비밀인데, '다른 사람들'이 얼마나 받는지 어떻게 아세요? #person2#: 먼저, 여기 새로운 차들이 많다는 것을 알았어요. #person1#: 그것들은  직원들이 비즈니스 여행을 위해 회사에서 제공하는 차량들입니다. 또한, 일부 직원들은 판매 커미션을 받습니다. 그래서 판매 실적이 좋은 사람들은 당연히 더 많이 벌 것입니다. #person2#: 이해합니다. 그럼 저의 급여를 다른 사람의 급여와 비교하기보다는, 제 업무 성과에 대해 얘기해보는 건 어떨까요? 최근에 제가 추가로 근무한 시간을 보셨을 거예요, 그렇죠? #person1#: 포인트는 이해했습니다. 하지만, 인상을 승인받는 것은 어려울 수 있어요.  분기의 이익이 감소했고, 회사 전체가 예산을 줄이고 있기 때문에, 연간 예산에 영향을 주는 모든 것들이 #person2#: 화이트 씨, 그렇게 해주신다면 정말 감사할 것 같습니다.","#person2#는 오랜 시간 동안 잘 일했기 때문에 인상을 원한다. #person2#는 주변에 새 차들이 많아서 다른 사람들이 더 많이 벌고 있다고 생각하지만, #person1#은 그것들이 회사 차량이라고 말하고 인상을 받기는 어렵다고 말한다.",인상 받기
train_990,"#person1#:  아이들이 여기서 시끄럽게  거 안 보여? 아이들을 책임져서 어머니한테 좀 편안하게 해줄래? #person2#: 알겠어요! 아이들을 밖으로 데리고 나가서  날려볼까요? #person1#: 좋은 생각이네! 좋아, 조안, 중요한 걸 말하려고 했어.",#person1#은 아이들이 시끄럽다고 생각한다.  그들을 밖으로 데리고 가는 것을 제안한다.,아이들 다루기
train_991,"#person1#: 왜 생산을 중단했나요? #person2#: 몇 가지 문제가 있었습니다.  중 하나가 풀려서 날이 하나 부러졌어요. #person1#: 알겠습니다. 먼저 전원을 끄고, 기계의 모든 볼트를 조여주고 부러진  교체하세요. 바닥에 기름이 왜 이렇게  있나요? #person2#: 밸브에 문제가 있는 것 같습니다. 압력을 조절할 수 없어서   버렸어요. 비상 밸브를 열려고 했지만, 그것도 막혀 있었습니다. #person1#: 먼저 지저분한 것부터 치우고, 새  설치하고 밸브를 확인하세요.",#person2#는 #person1#에게 생산이 중단된 이유와 바닥에 기름이 흩뿌려진 이유를 설명한다. #person1#는 #person2#에게 어떻게 처리할 것인지 묻는다.,이유 설명
train_992,"#person1#: 무엇을 도와드릴까요? #person2#: 네. 중국 상하이로 비행기 예약을 하고 싶어요. #person1#: 성함이 어떻게 되세요? #person2#: 페인만 블랙입니다. 10월 15일에 출발하고 싶어요. #person1#: 알겠습니다. 확인해보겠습니다. 에어 차이나가 10월 15일 오전 10시에 비행기가 있습니다. #person2#: 저는 경제석 티켓이 필요해요. #person1#: 편도입니까, 왕복입니까? #person2#: 편도요. 얼마에요? #person1#: 뉴욕에서 베이징까지의 경제석  티켓은 400달러입니다. #person2#: 알겠습니다. 여기 있어요. 그럼 제 티켓은 확정된 건가요? #person1#: 네. 출발 전에 공항에 1시간 전에 도착해주세요. #person2#: 알겠습니다. 감사합니다.",#person1#은 black에게 10월 15일 오전 10시에 출발하는 상하이로 가는  경제석 비행기 티켓을 예약해주었다.,티켓 구매
train_993,"#person1#: 안녕, 데이브. 나 지나야. #person2#: 지나?  지나? #person1#: 몇 달 전에 네 이메일을 받았어. #person2#: 그래? 그게 어떤 거였지? #person1#: 너 정말 끔찍하다는 그 메일. 나한테 더 이상 말하지 마라는 그 메일. 네 차가 고장나길 바란다는 그 메일. #person2#: 아, 그거.  있었어?",지나는 데이브가 그녀에게 보낸 이메일의 세부 사항을 설명한다.,저주
train_994,"#person1#: 드디어 집에 왔네. 하지만 오늘은 숙제가 많아. #person2#: 우리가 오늘 좋아하는  볼 시간이 없다는 말이야? 제인, 너도 알다시피 나는 우리 선생님을 그다지 좋아하지 않아. 너무 많은 숙제를 내주시고, 항상 모두 앞에서 나를 비난하시니까. #person1#: 사실 나도 그다지 좋아하지 않아. 좀 지루하고 활동적이지 않아. 항상 불행해 보이기도 하고. #person2#: 그래, 그리고 그는  . . #person1#: 우리가 그의 등 뒤에서 이렇게 이야기하는 것이 맞을까? #person2#: 아마도 그렇지 않을 거야. 결국 우리 선생님이니까. 좋은 말을 찾아서 해보려고 노력해야 해. 좋은 말을 할 수 없다면 아무 말도 하지 않는 게 좋아. #person1#: 완전히 동의해. 어두워지고 있어. 우리 이제 숙제를 끝내야 해. #person2#: 알았어. 나는 먼저 샤워를 하고 싶어, 너무 피곤해.","제인과 #person2#는 모두 그들의 선생님을 좋아하지 않지만, 곧 그들의 선생님에 대해 이렇게 뒷담화하는 것이  않다는 것을 깨닫는다.",선생님에 대한 토론
train_995,#person1#: 내일 여기 또 다른 모래 폭풍이 올 것 같아요. #person2#: 올  네 번째네요. 정말 끔찍하죠. #person1#: 네. 모래가 퍼지는 것을 막기 위해 더 많은 나무와 풀을 심어야 해요. #person2#: 나무가 자라려면 많은 시간이 걸릴 수도 있어요. 사람들이 나무를  않았으면 좋겠어요. #person1#: 하지만 나무가 필요하죠. #person2#: 하지만 나무를  위해 우리의  파괴해서는 안 돼요.,"모래폭풍에 대해, #person1#은 더 많은 나무와 풀을  것을 선호하지만, #person2#는 나무를  것을 멈추는 것이 더 빠르다고 생각한다.",모래폭풍 멈추기
train_996,#person1#: 메리에게 전화가 와서 남편과 함께 참석할 수 없다고 말하기 전까지 8인분의 저녁 식사를 준비했어요. #person2#: 괜찮아요.   여자친구를 초대했다고 말씀드리려고요.,#person2#는 #person1#의 저녁식사에 빠진 두 사람을 대신 초대했다.,저녁식사 손님
